idealPower1;sref;idealPower2;href;
-1.019535;999.893108874371;9.047135;199986.626846881;
-1;998.301223872411;9;198549.294577974;
-2;1079.79009011045;10;229043.243212912;
0;916.812357634368;8;168055.345943036;
-1.02084672674949;1000;9.04757355104757;200000;
